fecha_corte,vigencia,tc,BANCO BISA N,BANCO BISA Monto,BANCO DE CRÉDITO N,BANCO DE CRÉDITO Monto,BANCO DE LA NACIÓN ARGENTINA N,BANCO DE LA NACIÓN ARGENTINA Monto,BANCO ECONÓMICO N,BANCO ECONÓMICO Monto,BANCO FIE N,BANCO FIE Monto,BANCO FORTALEZA N,BANCO FORTALEZA Monto,BANCO GANADERO N,BANCO GANADERO Monto,BANCO MERCANTIL SANTA CRUZ N,BANCO MERCANTIL SANTA CRUZ Monto,BANCO NACIONAL DE BOLIVIA N,BANCO NACIONAL DE BOLIVIA Monto,BANCO PRODEM N,BANCO PRODEM Monto,BANCO PYME DE LA COMUNIDAD N,BANCO PYME DE LA COMUNIDAD Monto,BANCO PYME ECOFUTURO N,BANCO PYME ECOFUTURO Monto,BANCO SOLIDARIO N,BANCO SOLIDARIO Monto,BANCO UNION N,BANCO UNION Monto,TOTAL BANCOS N,TOTAL BANCOS Monto
2026-07-08,2026-07-09,9.4600,,,,,,,,,,,,,,,,,,,,,,,,,22,8026,,,22,8026
2026-07-08,2026-07-09,9.5000,,,,,,,,,,,,,,,,,1,150000,,,,,,,,,,,1,150000
2026-07-08,2026-07-09,9.5600,,,,,,,15,3236,,,,,,,,,,,,,,,3,422,,,,,18,3658
2026-07-08,2026-07-09,9.6000,,,,,,,,,,,,,1,16886,,,,,,,,,,,,,,,1,16886
2026-07-08,2026-07-09,9.6300,,,,,,,,,,,,,1,27213,,,,,,,,,,,,,,,1,27213
2026-07-08,2026-07-09,9.6600,,,,,,,,,,,,,1,36855,,,,,,,,,,,,,,,1,36855
2026-07-08,2026-07-09,9.6900,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,4,20
2026-07-08,2026-07-09,9.7000,,,,,,,,,,,,,34,27902,,,,,,,,,,,,,,,34,27902
2026-07-08,2026-07-09,9.7300,,,,,,,,,,,,,2,250203,,,,,,,,,,,,,,,2,250203
2026-07-08,2026-07-09,9.7600,,,,,,,,,,,,,232,1510509,145,278412,1,51,,,,,,,,,,,378,1788972
2026-07-08,2026-07-09,9.7900,1,242,,,,,,,,,,,,,,,,,,,,,,,,,,,1,242
2026-07-08,2026-07-09,9.8000,,,,,,,,,,,,,,,,,4,2990,,,,,,,6,4752,,,10,7742
2026-07-08,2026-07-09,9.8600,55,224706,12,7752,10,3320,,,22,12445,,,,,,,87,258331,13,57246,,,,,,,,,199,563800
2026-07-08,2026-07-09,9.8700,1,34660,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34660
2026-07-08,2026-07-09,9.8800,2,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2288
2026-07-08,2026-07-09,9.8900,1,39620,,,,,,,,,1,125000,,,,,,,,,,,,,,,,,2,164620
2026-07-08,2026-07-09,9.9000,2,108822,,,,,,,,,,,,,,,,,,,,,,,,,,,2,108822
2026-07-08,2026-07-09,9.9100,1,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70000
2026-07-08,2026-07-09,9.9500,,,,,,,,,,,,,,,,,105,2812505,,,,,,,,,,,105,2812505
2026-07-08,2026-07-09,9.9600,10,354128,2,362603,,,2,32097,,,,,2,17,2,7042,3,6501,,,3,1101,,,1,29900,68,47994,93,841382
2026-07-08,2026-07-09,9.9603,,,,,,,,,,,,,2,37,,,,,,,,,,,,,,,2,37
2026-07-08,2026-07-09,9.9649,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1
2026-07-08,2026-07-09,9.9700,,,,,,,,,,,,,,,1,41340,,,,,,,,,,,,,1,41340
2026-07-08,2026-07-09,9.9800,,,,,,,,,,,,,,,,,,,,,,,,,2,150000,,,2,150000
2026-07-08,2026-07-09,9.9900,,,,,,,,,,,,,3,94,,,,,,,,,,,,,,,3,94
2026-07-08,2026-07-09,10.0000,3,767287,,,,,,,,,,,1,150000,,,2,,,,,,,,,,,,6,917287
2026-07-08,2026-07-09,10.0200,,,,,,,,,,,,,,,3,3093065,,,,,,,,,,,,,3,3093065
2026-07-08,2026-07-09,10.0300,,,,,,,,,,,,,1,184529,,,,,,,,,,,,,,,1,184529
2026-07-08,2026-07-09,10.0500,,,,,,,,,,,,,1,400000,,,,,,,,,,,1,13905,,,2,413905
2026-07-08,2026-07-09,10.0600,2,207875,,,,,,,,,,,,,4,560000,,,,,,,,,,,,,6,767875
2026-07-08,2026-07-09,10.0700,,,,,,,,,,,,,,,,,1,375918,,,,,,,1,113600,,,2,489518
2026-07-08,2026-07-09,10.1000,3,246999,3,499444,,,,,,,,,2,1977845,,,,,,,,,,,,,,,8,2724288
2026-07-08,2026-07-09,10.1500,,,6,394967,,,,,,,1,300000,,,,,,,,,,,,,,,,,7,694967
2026-07-08,2026-07-09,10.1600,2,523491,,,,,,,,,,,,,,,,,,,,,,,,,,,2,523491
2026-07-08,2026-07-09,10.1750,,,,,,,,,,,,,,,,,,,,,,,,,1,129288,,,1,129288
2026-07-08,2026-07-09,10.1850,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000
2026-07-08,2026-07-09,10.2410,,,,,,,,,,,,,1,1500000,,,,,,,,,,,,,,,1,1500000
2026-07-08,2026-07-09,10.2500,,,,,,,,,,,,,1,500000,1,1000000,,,,,,,,,,,,,2,1500000
2026-07-08,2026-07-09,10.2550,1,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000
2026-07-08,2026-07-09,10.2650,,,,,,,,,,,,,,,3,1659895,,,,,,,,,,,,,3,1659895
2026-07-08,2026-07-09,10.3050,,,,,,,,,,,,,,,,,,,,,,,,,1,499880,,,1,499880
2026-07-08,2026-07-09,10.3490,,,,,,,,,,,,,,,3,5000000,,,,,,,,,,,,,3,5000000
2026-07-09,2026-07-10,7.5000,,,,,,,,,,,2,1814,,,,,,,,,,,,,,,,,2,1814
2026-07-09,2026-07-10,9.6000,,,,,,,,,,,,,1,3003,,,,,,,,,,,24,9897,,,25,12900
2026-07-09,2026-07-10,9.6300,,,,,,,,,,,,,1,15301,,,,,,,,,,,,,,,1,15301
2026-07-09,2026-07-10,9.7000,,,,,,,,,,,,,1,10209,,,,,,,,,1,10,,,,,2,10219
2026-07-09,2026-07-10,9.7300,,,,,,,,,,,,,4,270172,,,,,,,,,,,,,,,4,270172
2026-07-09,2026-07-10,9.7600,,,,,,,,,,,,,4,168,,,,,,,,,,,,,,,4,168
2026-07-09,2026-07-10,9.8400,,,,,,,,,,,,,41,823895,,,,,,,,,,,,,,,41,823895
2026-07-09,2026-07-10,9.8600,,,1,166,,,,,,,,,,,,,,,,,,,,,,,,,1,166
2026-07-09,2026-07-10,9.9000,5,14540,,,,,,,,,,,132,70774,103,64353,,,,,,,,,,,,,240,149666
2026-07-09,2026-07-10,9.9300,,,,,,,,,,,,,,,,,,,,,,,,,1,13333,,,1,13333
2026-07-09,2026-07-10,9.9500,6,12440,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12440
2026-07-09,2026-07-10,9.9650,2,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,120000
2026-07-09,2026-07-10,9.9850,,,,,,,,,,,,,1,50000,,,,,,,,,,,,,,,1,50000
2026-07-09,2026-07-10,9.9900,,,,,,,,,,,,,1,49280,,,,,,,,,,,,,,,1,49280
2026-07-09,2026-07-10,10.0000,24,29036,33,178225,8,2932,31,14520,14,31651,,,,,,,90,430494,15,70219,,,,,1,36061,,,216,793137
2026-07-09,2026-07-10,10.0500,,,3,239883,,,,,,,,,,,,,,,,,,,,,4,39182,,,7,279065
2026-07-09,2026-07-10,10.0600,,,,,,,,,,,,,2,4,2,500000,,,,,,,,,,,,,4,500004
2026-07-09,2026-07-10,10.0900,,,,,,,,,,,,,,,,,119,136505,,,,,,,,,,,119,136505
2026-07-09,2026-07-10,10.1000,4,174304,3,527840,,,1,36232,,,,,84,405809,1,100000,4,1600660,,,4,570,,,2,41743,80,59816,183,2946974
2026-07-09,2026-07-10,10.1500,4,566740,,,,,,,,,,,,,2,252327,,,,,,,,,,,,,6,819067
2026-07-09,2026-07-10,10.1600,,,2,251336,,,,,,,,,,,,,,,,,,,,,,,,,2,251336
2026-07-09,2026-07-10,10.1700,,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,,1,100000
2026-07-09,2026-07-10,10.1800,,,,,,,,,,,,,,,,,,,,,,,,,1,299905,,,1,299905
2026-07-09,2026-07-10,10.1810,,,,,,,,,,,,,,,,,,,,,,,,,1,300000,,,1,300000
2026-07-09,2026-07-10,10.1900,,,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,1,5000
2026-07-09,2026-07-10,10.2000,,,1,15850,,,1,70000,,,,,2,200000,,,,,,,,,,,1,11429,,,5,297279
2026-07-09,2026-07-10,10.2200,1,189280,,,,,,,,,,,,,,,,,,,,,,,,,,,1,189280
2026-07-09,2026-07-10,10.2300,,,,,,,,,,,,,,,,,1,1499975,,,,,,,,,,,1,1499975
2026-07-09,2026-07-10,10.2500,2,1195675,1,200000,,,1,74000,,,,,,,20,459053,,,,,,,,,,,,,24,1928728
2026-07-09,2026-07-10,10.2530,,,,,,,,,,,,,1,1500000,,,,,,,,,,,,,,,1,1500000
2026-07-09,2026-07-10,10.2550,,,1,1000000,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000
2026-07-09,2026-07-10,10.2600,,,,,,,,,,,,,,,1,3008543,,,,,,,,,,,,,1,3008543
2026-07-09,2026-07-10,10.2700,,,4,480000,,,1,30000,,,,,,,,,,,,,,,,,,,,,5,510000
2026-07-09,2026-07-10,10.2800,1,600000,,,,,1,400000,,,,,,,,,,,,,,,,,,,,,2,1000000
2026-07-09,2026-07-10,10.3000,1,1000000,2,1000619,,,,,,,,,1,200000,,,,,,,,,,,,,,,4,2200619
2026-07-09,2026-07-10,10.3300,,,,,,,,,,,,,,,1,3000128,,,,,,,,,,,,,1,3000128
2026-07-09,2026-07-10,10.3400,,,,,,,,,,,,,,,2,2500000,,,,,,,,,,,,,2,2500000
2026-07-09,2026-07-10,10.3800,,,1,938394,,,,,,,,,,,,,,,,,,,,,,,,,1,938394
2026-07-09,2026-07-10,10.4000,,,1,350000,,,,,,,,,,,,,,,,,,,,,,,,,1,350000
2026-07-09,2026-07-10,10.4500,,,,,,,,,,,,,1,505669,,,,,,,,,,,,,,,1,505669
2026-07-09,2026-07-10,10.4700,,,,,,,,,,,,,,,,,,,,,,,,,2,479810,,,2,479810
2026-07-09,2026-07-10,10.4900,,,,,,,,,,,,,,,,,,,,,,,,,2,300000,,,2,300000
2026-07-09,2026-07-10,10.5000,,,,,,,,,,,,,,,,,,,,,,,,,1,99880,,,1,99880
2026-07-09,2026-07-10,10.5500,,,,,,,,,,,,,,,1,47,,,,,,,,,1,499905,,,2,499952
2026-07-10,2026-07-13,9.6000,,,,,,,,,,,,,1,1652,,,,,,,,,,,,,,,1,1652
2026-07-10,2026-07-13,9.6300,,,,,,,,,,,,,1,22232,,,,,,,,,,,,,,,1,22232
2026-07-10,2026-07-13,9.7000,,,,,,,,,,,,,2,5547,,,,,,,,,,,,,,,2,5547
2026-07-10,2026-07-13,9.7300,,,,,,,,,,,,,2,274449,,,,,,,,,,,21,2398,,,23,276847
2026-07-10,2026-07-13,9.8400,,,,,,,,,,,,,,,,,,,,,,,2,112,,,,,2,112
2026-07-10,2026-07-13,9.8500,,,,,,,,,,,,,,,,,,,,,,,,,1,400,,,1,400
2026-07-10,2026-07-13,9.9000,10,56371,,,,,,,,,,,3,13,,,,,,,,,,,,,,,13,56384
2026-07-10,2026-07-13,9.9500,4,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4686
2026-07-10,2026-07-13,9.9600,,,,,,,,,,,,,1,56285,,,,,,,,,,,,,,,1,56285
2026-07-10,2026-07-13,10.0400,,,,,,,,,,,,,162,92859,190,57504,,,,,,,,,,,,,352,150364
2026-07-10,2026-07-13,10.1000,,,,,,,,,,,,,,,,,2,9500,,,,,,,,,,,2,9500
2026-07-10,2026-07-13,10.1400,44,207611,22,28888,12,3349,25,6394,10,718,,,,,,,93,585250,9,3750,,,,,,,,,215,835960
2026-07-10,2026-07-13,10.1500,,,1,29950,,,1,500000,,,,,1,199948,,,,,,,,,,,,,,,3,729898
2026-07-10,2026-07-13,10.1900,2,3114,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3114
2026-07-10,2026-07-13,10.2000,,,1,50000,,,,,1,4267,,,29,979049,,,1,3499955,,,,,,,3,59904,,,35,4593175
2026-07-10,2026-07-13,10.2300,1,100000,,,,,,,,,,,,,,,125,24871,,,,,,,,,,,126,124871
2026-07-10,2026-07-13,10.2400,4,48871,2,47498,4,1841,,,,,2,431,39,401960,13,267274,1,450000,,,1,68,,,1,25376,80,339509,147,1582829
2026-07-10,2026-07-13,10.2500,4,530416,,,,,,,,,,,,,1,12500,,,,,,,,,2,28997,,,7,571913
2026-07-10,2026-07-13,10.2580,,,,,,,,,,,,,,,,,2,3107633,,,,,,,,,,,2,3107633
2026-07-10,2026-07-13,10.2700,,,,,,,,,,,1,48440,,,,,,,,,,,,,,,,,1,48440
2026-07-10,2026-07-13,10.2800,,,,,,,,,,,,,,,1,29300,,,,,,,,,,,,,1,29300
2026-07-10,2026-07-13,10.2900,3,75000,,,,,,,,,,,,,,,1,2611715,,,,,,,,,,,4,2686715
2026-07-10,2026-07-13,10.3000,4,2257939,,,,,,,,,,,1,150970,,,,,,,,,,,,,,,5,2408909
2026-07-10,2026-07-13,10.3200,,,2,173695,,,,,,,,,,,,,,,,,,,,,,,,,2,173695
2026-07-10,2026-07-13,10.3300,2,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13000
2026-07-10,2026-07-13,10.3400,,,2,25000,,,,,,,,,,,2,100000,,,,,,,,,,,,,4,125000
2026-07-10,2026-07-13,10.3500,2,176010,,,,,,,,,,,,,,,,,,,,,,,1,13413,,,3,189423
2026-07-10,2026-07-13,10.3700,,,,,,,,,,,,,,,,,,,,,,,,,1,99887,,,1,99887
2026-07-10,2026-07-13,10.3800,1,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500000
2026-07-10,2026-07-13,10.4000,4,1379406,1,99930,,,,,,,,,,,,,,,,,,,,,1,39905,,,6,1519241
2026-07-10,2026-07-13,10.4200,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100000
2026-07-10,2026-07-13,10.4350,,,,,,,,,,,,,3,300000,,,,,,,,,,,,,,,3,300000
2026-07-10,2026-07-13,10.4500,,,,,,,,,,,,,,,1,334000,,,,,,,,,,,,,1,334000
2026-07-10,2026-07-13,10.4800,1,698000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,698000
2026-07-10,2026-07-13,10.5000,3,1600000,1,581244,,,1,100000,,,,,,,,,,,,,,,,,,,,,5,2281244
2026-07-10,2026-07-13,10.5200,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000,,,1,1000000
2026-07-10,2026-07-13,10.5500,1,500000,1,798448,,,1,1000000,,,,,,,,,,,,,,,,,2,1795393,,,5,4093841
2026-07-10,2026-07-13,10.6000,,,,,,,1,399975,,,,,,,,,,,,,,,,,,,,,1,399975
2026-07-10,2026-07-13,10.6200,,,1,4000000,,,,,,,,,1,1000000,,,,,,,,,,,,,,,2,5000000
2026-07-10,2026-07-13,10.6400,,,,,,,1,1800000,,,,,,,,,,,,,,,,,,,,,1,1800000
2026-07-10,2026-07-13,10.6900,,,,,,,,,,,,,,,1,56,,,,,,,,,,,,,1,56
2026-07-10,2026-07-13,10.7100,,,,,,,,,,,,,,,,,,,,,,,,,2,499965,,,2,499965
2026-07-10,2026-07-13,10.7500,,,,,,,,,,,,,,,,,,,,,,,,,1,449880,,,1,449880
2026-07-13,2026-07-14,9.6000,,,,,,,,,,,,,1,440,,,,,,,,,,,,,,,1,440
2026-07-13,2026-07-14,9.6300,,,,,,,,,,,,,1,43924,,,,,,,,,,,,,,,1,43924
2026-07-13,2026-07-14,9.7000,,,,,,,,,,,,,1,2755,,,,,,,,,,,,,,,1,2755
2026-07-13,2026-07-14,9.7300,,,,,,,,,,,,,1,254257,,,,,,,,,,,,,,,1,254257
2026-07-13,2026-07-14,9.8800,,,,,,,,,,,,,,,,,,,,,,,,,15,5520,,,15,5520
2026-07-13,2026-07-14,9.9600,,,,,,,,,,,,,1,48988,,,,,,,,,,,,,,,1,48988
2026-07-13,2026-07-14,9.9900,,,,,,,,,,,,,,,,,2,582,,,,,,,,,,,2,582
2026-07-13,2026-07-14,10.0000,,,,,,,,,,,,,,,,,,,,,,,2,99,1,6905,,,3,7004
2026-07-13,2026-07-14,10.1000,3,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2367
2026-07-13,2026-07-14,10.1400,,,,,,,,,,,,,,,,,1,41,,,,,,,,,,,1,41
2026-07-13,2026-07-14,10.1900,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1
2026-07-13,2026-07-14,10.2000,,,,,,,,,,,,,181,1050211,182,291463,2,1380,,,,,,,1,3655,,,366,1346709
2026-07-13,2026-07-14,10.2400,,,,,,,,,,,,,18,25265,,,,,,,,,,,1,19655,,,19,44920
2026-07-13,2026-07-14,10.2500,,,,,,,,,,,,,,,,,,,,,,,,,1,57810,,,1,57810
2026-07-13,2026-07-14,10.3000,37,163823,46,129929,15,1372,26,28314,21,66249,,,,,,,105,265942,14,19587,,,,,1,38343,,,265,713559
2026-07-13,2026-07-14,10.3200,,,,,,,,,,,,,1,70000,,,,,,,,,,,,,,,1,70000
2026-07-13,2026-07-14,10.3500,1,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14000
2026-07-13,2026-07-14,10.3600,,,,,,,,,,,,,2,13768,,,,,,,,,,,,,,,2,13768
2026-07-13,2026-07-14,10.3900,,,,,,,,,,,,,,,,,131,64072,,,,,,,,,,,131,64072
2026-07-13,2026-07-14,10.4000,2,4765,1,53800,1,1154,2,103976,,,6,70,7,16760,,,1,110554,,,1,252,,,1,116601,126,254558,148,662490
2026-07-13,2026-07-14,10.4001,,,,,,,,,,,,,3,128,,,,,,,,,,,,,,,3,128
2026-07-13,2026-07-14,10.4300,,,,,,,,,,,,,,,,,,,,,,,,,3,110956,,,3,110956
2026-07-13,2026-07-14,10.4500,2,134165,,,,,,,,,,,1,34311,,,,,,,,,,,,,,,3,168476
2026-07-13,2026-07-14,10.5000,,,35,73100,,,,,1,32431,,,3,8,1,70000,,,,,,,,,2,111983,,,42,287522
2026-07-13,2026-07-14,10.5100,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,2
2026-07-13,2026-07-14,10.5250,,,,,,,,,1,300000,,,,,,,,,,,,,,,,,,,1,300000
2026-07-13,2026-07-14,10.5500,2,759965,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,3,789965
2026-07-13,2026-07-14,10.5600,1,1210000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1210000
2026-07-13,2026-07-14,10.6000,,,,,,,1,300000,,,,,,,3,19942,,,,,,,,,1,1779375,,,5,2099317
2026-07-13,2026-07-14,10.6400,,,,,,,,,,,,,,,1,1000000,,,,,,,,,,,,,1,1000000
2026-07-13,2026-07-14,10.6500,,,,,,,,,,,,,,,1,607651,,,,,,,,,,,,,1,607651
2026-07-13,2026-07-14,10.7100,,,,,,,,,,,,,,,1,99920,,,,,,,,,,,,,1,99920
2026-07-13,2026-07-14,10.7680,,,,,,,,,,,,,,,1,1500000,,,,,,,,,,,,,1,1500000
2026-07-13,2026-07-14,10.8500,,,,,,,,,,,,,,,1,900,,,,,,,,,,,,,1,900
2026-07-14,2026-07-15,9.6000,,,,,,,,,,,,,1,564,,,,,,,,,,,,,,,1,564
2026-07-14,2026-07-15,9.6300,,,,,,,,,,,,,1,35111,,,,,,,,,,,,,,,1,35111
2026-07-14,2026-07-15,9.7300,,,,,,,,,,,,,1,198007,,,,,,,,,,,,,,,1,198007
2026-07-14,2026-07-15,9.7600,,,,,,,,,,,,,,,,,,,,,,,,,,,4,215,4,215
2026-07-14,2026-07-15,9.9600,,,,,,,,,,,,,1,44400,,,,,,,,,,,,,,,1,44400
2026-07-14,2026-07-15,9.9800,,,,,,,,,,,,,,,,,,,,,,,,,20,8732,,,20,8732
2026-07-14,2026-07-15,10.0000,,,,,,,,,,,,,,,,,5,9950,,,,,,,,,,,5,9950
2026-07-14,2026-07-15,10.1000,,,,,,,,,,,,,,,,,,,,,,,6,1146,,,,,6,1146
2026-07-14,2026-07-15,10.2000,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,4,7
2026-07-14,2026-07-15,10.2400,,,,,,,,,,,,,1,3523,,,,,,,,,,,,,,,1,3523
2026-07-14,2026-07-15,10.3000,,,,,,,,,,,,,112,71820,152,220031,,,,,,,,,,,,,264,291851
2026-07-14,2026-07-15,10.3093,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,1,5
2026-07-14,2026-07-15,10.3600,,,,,,,,,,,,,2,95588,,,,,,,,,,,,,,,2,95588
2026-07-14,2026-07-15,10.4000,27,227318,44,137237,5,6320,34,11605,21,72232,,,,,,,81,335881,15,11639,,,,,9,9230,,,236,811462
2026-07-14,2026-07-15,10.4500,,,,,,,,,,,,,,,,,,,,,,,,,2,115045,,,2,115045
2026-07-14,2026-07-15,10.4600,1,99980,,,,,,,,,,,27,700257,,,,,,,,,,,,,,,28,800237
2026-07-14,2026-07-15,10.4900,,,,,,,,,,,,,,,,,91,46946,,,,,,,,,,,91,46946
2026-07-14,2026-07-15,10.5000,5,2279357,55,400886,3,3000,1,51000,,,2,570,77,28812,3,290214,,,,,4,2129,,,,,133,104667,283,3160634
2026-07-14,2026-07-15,10.5100,,,,,,,,,,,,,2,375294,,,,,,,,,,,,,,,2,375294
2026-07-14,2026-07-15,10.5500,1,85751,,,,,,,,,,,1,500000,,,,,,,,,,,2,28964,,,4,614715
2026-07-14,2026-07-15,10.5800,2,168864,,,,,,,,,,,,,,,,,,,,,,,,,,,2,168864
2026-07-14,2026-07-15,10.6000,2,1199960,3,149238,,,,,,,,,,,4,222925,,,,,,,,,3,154690,,,12,1726813
2026-07-14,2026-07-15,10.6100,1,5890000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5890000
2026-07-14,2026-07-15,10.6200,1,1000000,,,,,,,,,,,1,300000,,,,,,,,,,,,,,,2,1300000
2026-07-14,2026-07-15,10.6300,,,1,31930,,,,,,,,,,,,,,,,,,,,,,,,,1,31930
2026-07-14,2026-07-15,10.6500,4,1015639,3,61271,,,3,900000,,,,,1,100000,,,,,,,,,,,,,,,11,2076911
2026-07-14,2026-07-15,10.7000,,,5,1041657,,,,,1,250000,1,49975,1,1132250,,,,,,,,,,,,,,,8,2473882
2026-07-14,2026-07-15,10.7050,,,,,,,,,,,,,,,1,1845791,,,,,,,,,,,,,1,1845791
2026-07-14,2026-07-15,10.7200,,,,,,,,,,,,,,,1,349915,,,,,,,,,,,,,1,349915
2026-07-14,2026-07-15,10.7300,,,,,,,,,,,,,2,1111325,,,,,,,,,,,,,,,2,1111325
2026-07-14,2026-07-15,10.7600,,,,,,,1,2000000,1,100000,,,,,,,,,,,,,,,,,,,2,2100000
2026-07-14,2026-07-15,10.7700,,,,,,,,,,,,,1,499975,,,,,,,,,,,,,,,1,499975
2026-07-14,2026-07-15,10.7900,,,,,,,,,,,,,,,1,2000000,,,,,,,,,,,,,1,2000000
2026-07-14,2026-07-15,10.8000,,,1,2999915,,,,,,,,,,,,,,,,,,,,,,,,,1,2999915
2026-07-14,2026-07-15,10.8200,,,,,,,,,1,500000,,,,,,,,,,,,,,,,,,,1,500000
2026-07-14,2026-07-15,10.8450,,,,,,,,,2,1300000,,,,,,,,,,,,,,,,,,,2,1300000
2026-07-14,2026-07-15,10.8600,,,,,,,,,,,,,,,1,9999920,,,,,,,,,,,,,1,9999920
2026-07-15,2026-07-16,9.6000,,,,,,,,,,,,,1,1868,,,,,,,,,,,,,,,1,1868
2026-07-15,2026-07-16,9.6300,,,,,,,,,,,,,1,33813,,,,,,,,,,,,,,,1,33813
2026-07-15,2026-07-16,9.7000,,,,,,,,,,,,,4,2223,,,,,,,,,,,,,,,4,2223
2026-07-15,2026-07-16,9.7300,,,,,,,,,,,,,33,241865,,,,,,,,,,,,,,,33,241865
2026-07-15,2026-07-16,9.9600,,,,,,,,,,,,,1,25756,,,,,,,,,,,,,1,130,2,25886
2026-07-15,2026-07-16,10.0000,,,,,,,,,,,,,,,,,1,100,,,,,,,,,,,1,100
2026-07-15,2026-07-16,10.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,50
2026-07-15,2026-07-16,10.1700,,,,,,,,,,,,,,,,,,,,,,,,,34,1816,,,34,1816
2026-07-15,2026-07-16,10.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,2,15
2026-07-15,2026-07-16,10.3000,6,8139,,,,,,,,,,,7,419,,,,,,,,,4,600,,,,,17,9158
2026-07-15,2026-07-16,10.4000,,,,,,,,,,,,,,,,,1,35,,,,,,,,,,,1,35
2026-07-15,2026-07-16,10.4600,,,,,,,,,,,,,1,432688,,,,,,,,,,,,,,,1,432688
2026-07-15,2026-07-16,10.5000,,,1,39646,,,,,,,,,152,150088,199,270256,1,1500,,,,,,,1,35675,,,354,497165
2026-07-15,2026-07-16,10.5200,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1
2026-07-15,2026-07-16,10.5500,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,1,0
2026-07-15,2026-07-16,10.6000,22,62758,18,39909,7,11048,38,157222,31,4732,2,9635,2,1,1,100000,163,318553,8,13772,,,,,,,,,292,717630
2026-07-15,2026-07-16,10.6500,,,,,,,,,,,,,,,,,1,200000,,,,,,,,,,,1,200000
2026-07-15,2026-07-16,10.6600,,,,,,,,,,,,,159,590322,,,,,,,,,,,,,,,159,590322
2026-07-15,2026-07-16,10.6900,,,,,,,,,,,,,,,,,130,120316,,,,,,,,,,,130,120316
2026-07-15,2026-07-16,10.7000,2,1303,,,4,78000,,,,,2,2541,75,20527,1,1000,,,,,4,1025,,,4,251708,206,543367,298,899471
2026-07-15,2026-07-16,10.7100,,,,,,,1,300000,,,,,,,,,,,,,,,,,,,,,1,300000
2026-07-15,2026-07-16,10.7200,,,21,305679,,,,,,,,,,,,,,,,,,,,,,,,,21,305679
2026-07-15,2026-07-16,10.7300,,,,,,,,,,,,,,,,,1,195350,,,,,,,,,,,1,195350
2026-07-15,2026-07-16,10.7400,,,,,,,,,,,,,1,3000000,,,,,,,,,,,,,,,1,3000000
2026-07-15,2026-07-16,10.7500,3,179963,,,,,,,,,,,1,61500,,,,,,,,,,,,,,,4,241463
2026-07-15,2026-07-16,10.7600,,,,,,,,,,,1,341913,,,,,,,,,,,,,,,,,1,341913
2026-07-15,2026-07-16,10.7700,1,50000,,,,,,,,,,,3,1443347,,,,,,,,,,,1,66063,,,5,1559410
2026-07-15,2026-07-16,10.7800,,,,,,,,,,,1,300000,,,,,,,,,,,,,,,,,1,300000
2026-07-15,2026-07-16,10.7900,,,,,,,,,,,,,,,,,1,2000000,,,,,,,,,,,1,2000000
2026-07-15,2026-07-16,10.8000,,,58,636460,,,,,,,,,,,4,562932,,,,,1,49,,,2,119690,,,65,1319131
2026-07-15,2026-07-16,10.8300,,,,,,,,,,,,,,,,,,,,,,,,,1,99905,,,1,99905
2026-07-15,2026-07-16,10.8500,,,,,,,,,,,,,1,184378,,,,,,,,,,,,,,,1,184378
2026-07-15,2026-07-16,10.8600,,,3,1277202,,,,,,,,,,,,,,,,,,,,,,,,,3,1277202
2026-07-15,2026-07-16,10.8700,,,,,,,,,,,,,1,300000,,,,,,,,,,,,,,,1,300000
